rate_of_unique_words_content,rate_of_non_stop_words_content,rate_of_unique_non_stop_words_content,positive_content,negative_content,polarity_content,subjectivity_content,rate_of_unique_words_title,rate_of_non_stop_words_title,rate_of_unique_non_stop_words_title,positive_title,negative_title,polarity_title,subjectivity_title,site_type,shares,likes
0.2914438502673797,0.5013368983957219,0.7981651376146789,1.0,7.009478917472099e-16,0.13416048237476805,0.43843537414965983,0.8571428571428571,0.7857142857142857,0.75,0.983431183734017,0.01656881626598188,0.13636363636363635,0.5,news,384,384
0.6052631578947368,0.7719298245614035,0.8405797101449275,0.9647492177192648,0.03525078228074568,-0.19444444444444442,0.3319444444444445,1.0,1.0,1.0,0.8746701846965718,0.12532981530343026,0.0,0.0,news,879,879
0.2997032640949555,0.4391691394658754,0.6534653465346535,0.9999969033802126,3.0966197974417686e-06,0.2376035196687371,0.493944099378882,1.0,0.6666666666666666,0.6666666666666666,0.9959162383967538,0.004083761603246628,0.3,0.5,news,510,510
0.36245954692556637,0.5275080906148867,0.7589285714285714,1.0,2.8111124099019568e-14,0.11180555555555556,0.315625,1.0,0.5,0.5,0.33716385572878965,0.662836144271209,0.0,0.0,news,170,170
0.5233160621761658,0.6062176165803109,0.7623762376237624,0.9996829242474314,0.00031707575255687554,0.1975206611570248,0.3212121212121212,1.0,0.6470588235294118,0.6470588235294118,0.3780608854970326,0.6219391145029669,0.1,0.2,news,385,385
0.4375,0.5227272727272727,0.6883116883116883,0.9998951124893073,0.00010488751068792485,0.43466386554621844,0.5564425770308123,0.6153846153846154,0.15384615384615385,0.25,0.529096257814397,0.47090374218560327,0.25,0.3333333333333333,news,155,155
0.4338461538461538,0.5230769230769231,0.7659574468085106,1.0,2.2553820230151226e-14,0.19991582491582494,0.4099046015712683,1.0,1.0,1.0,0.35714285714285665,0.6428571428571421,0.0,0.0,news,307,307
0.33248730964467005,0.5989847715736041,0.7251908396946565,0.9999999998661947,1.3377650221160881e-10,-0.06050347222222223,0.38628472222222215,1.0,0.875,0.875,0.25169830721000896,0.7483016927899888,-0.05,0.3,news,975,975
0.2916666666666667,0.5233333333333333,0.84,0.9999999999843973,1.5571346974947523e-11,0.05740826633683775,0.3726628530199958,0.8421052631578947,0.7368421052631579,0.6875,0.993848817527533,0.006151182472463654,0.3,0.5,news,113,113
0.34755134281200634,0.49447077409162715,0.7909090909090909,0.9999999999730498,2.7030593173111143e-11,0.1538081786386871,0.42692224912563886,1.0,0.6842105263157895,0.6842105263157895,0.9723718872438348,0.027628112756168534,0.125,0.16666666666666666,news,337,337
0.19804741980474197,0.4407252440725244,0.8556338028169014,1.0,1.6675712422492154e-19,0.09679549251917671,0.38652046783625726,0.8260869565217391,0.6521739130434783,0.6842105263157895,0.9860052459256295,0.013994754074366428,0.1,0.6,news,171,171
0.41228070175438597,0.631578947368421,0.8085106382978723,0.9938871787219954,0.006112821277998079,0.03409090909090909,0.2636363636363636,1.0,0.8333333333333334,0.8333333333333334,0.9757678910461737,0.024232108953827526,0.0,0.0,news,129,129
0.4103671706263499,0.593952483801296,0.8631578947368421,1.0,1.6755833463325737e-15,-0.0047788149350649345,0.13302895021645023,1.0,0.6666666666666666,0.6666666666666666,0.5431276979271185,0.45687230207288176,0.25,0.25,news,130,130
0.43037974683544306,0.5,0.6911764705882353,0.7173916855163461,0.2826083144836536,-0.051515151515151535,0.5090909090909091,1.0,0.9090909090909091,0.9090909090909091,0.977544650598229,0.022455349401768594,0.0,0.0,news,173,173
0.29976303317535546,0.5106635071090048,0.8102766798418972,1.0,1.2445279844192954e-21,0.1599490809736711,0.45457490596834854,1.0,0.7272727272727273,0.7272727272727273,0.16567471838346273,0.8343252816165394,0.2,0.5,news,855,855
0.5454545454545454,0.6942148760330579,0.7575757575757576,0.997956920931793,0.0020430790682053534,0.0,0.4444444444444445,1.0,0.75,0.75,0.7038569034798468,0.2961430965201508,0.0,1.0,news,141,141
0.4419047619047619,0.6095238095238096,0.8232758620689655,1.0,3.125104755271207e-20,0.06992424242424243,0.3962489762489762,1.0,0.9090909090909091,0.9090909090909091,0.7402793839176082,0.25972061608239283,0.0,0.0,news,219,219
0.5780346820809249,0.7052023121387283,0.71,0.3011005051520401,0.6988994948479581,0.25,0.29047619047619044,1.0,1.0,1.0,0.319675363080765,0.680324636919234,0.0,0.0,news,304,304
0.38990825688073394,0.5412844036697247,0.7411764705882353,0.9999915295026045,8.470497381192182e-06,0.1603174603174603,0.4955026455026455,1.0,0.7142857142857143,0.7142857142857143,0.7951778663974673,0.2048221336025316,0.15,0.5,news,871,871
0.24739583333333334,0.55078125,0.8157894736842105,1.0,3.2065300527687736e-18,0.09068783068783068,0.4502910052910053,1.0,0.7777777777777778,0.7777777777777778,0.910630242092232,0.08936975790776333,-0.08571428571428572,0.4303571428571428,news,106,106
1.0,0.7333333333333333,0.7333333333333333,0.35936940636393955,0.640630593636059,0.2,0.5,1.0,0.7,0.7,0.3229015753096945,0.6770984246903046,0.2,0.5,news,114,114
0.3433962264150943,0.5188679245283019,0.7802197802197802,0.9999999928225826,7.177409574902393e-09,0.2610751153608297,0.49730268408839834,0.8333333333333334,0.5833333333333334,0.7,0.6259875099995819,0.37401249000041914,0.4000000000000001,0.9,news,326,326
0.35064935064935066,0.6168831168831169,0.8209876543209876,1.0,1.8232565081750922e-17,0.1263247863247863,0.395042735042735,0.8823529411764706,0.7647058823529411,0.7333333333333333,0.9991694051159578,0.0008305948840449548,-0.15714285714285714,0.6178571428571429,news,132,132
0.3698630136986301,0.6061643835616438,0.8796296296296297,1.0,5.5038086841035505e-14,0.08448399085191538,0.45089336763865057,1.0,0.6666666666666666,0.6666666666666666,0.026347614878410267,0.9736523851215896,0.13636363636363635,0.5,news,474,474
0.25403659849300325,0.5306781485468245,0.8050847457627118,1.0,2.1519608365514606e-19,0.09538762626262627,0.4503494949494949,1.0,0.75,0.75,0.9265670096071391,0.07343299039286003,0.1,0.1,news,651,651
0.29313432835820896,0.4722388059701493,0.9063136456211812,1.0,4.230907166621252e-33,0.1503874916970155,0.39679359000787584,1.0,0.46153846153846156,0.46153846153846156,0.9081350993293038,0.09186490067069698,0.0,0.0,news,356,356
0.3389121338912134,0.5251046025104602,0.7716049382716049,0.8763305244253066,0.12366947557466763,0.07493197278911565,0.5046938775510205,1.0,0.7142857142857143,0.7142857142857143,0.763194542325092,0.2368054576749097,0.0,0.0,news,124,124
0.44902912621359226,0.558252427184466,0.8378378378378378,0.9999999999998423,1.398648328592325e-13,0.022463768115942036,0.48913043478260876,1.0,0.75,0.75,0.8537303427584156,0.1462696572415856,0.21212121212121215,0.6181818181818182,news,131,131
0.34575955265610436,0.543336439888164,0.8598382749326146,1.0,1.4818143438185112e-29,0.15791890959282265,0.4733647342995168,0.8,0.7,0.75,0.9851769938368775,0.014823006163120015,0.40625,0.4,news,114,114
0.35988620199146515,0.6216216216216216,0.8735177865612648,1.0,3.166068618846469e-25,0.057615670381627834,0.3417979183936631,1.0,0.6153846153846154,0.6153846153846154,0.8648506219221831,0.13514937807781624,0.0,0.0,news,487,487
0.43037974683544306,0.5021097046413502,0.7156862745098039,0.9999531187521817,4.6881247803265857e-05,0.030843700159489628,0.4069234449760765,1.0,0.6428571428571429,0.6428571428571429,0.854935646858696,0.1450643531413032,-0.5,0.625,news,215,215
0.4879032258064516,0.47580645161290325,0.7603305785123967,0.9999160299181284,8.39700818848337e-05,0.11041666666666668,0.46190476190476193,1.0,0.4444444444444444,0.4444444444444444,0.5922270153597567,0.40777298464024314,0.15625,0.75,news,358,358
0.36026200873362446,0.5676855895196506,0.793939393939394,1.0,3.4236766080870015e-17,-0.07057447057447058,0.38303790803790805,0.8181818181818182,0.7272727272727273,0.8888888888888888,0.7429667524700292,0.2570332475299729,0.0,0.0,news,685,685
0.5655737704918032,0.6229508196721312,0.7101449275362319,0.9995896123605722,0.000410387639433047,0.060833333333333336,0.4066666666666666,1.0,0.8888888888888888,0.8888888888888888,0.7319406638703106,0.2680593361296886,0.0,0.0,news,866,866
0.4121122599704579,0.5893648449039882,0.8494623655913979,1.0,7.909507319026446e-16,0.09992803030303035,0.4025303030303029,1.0,0.6153846153846154,0.6153846153846154,0.5956270471215377,0.40437295287846314,0.0,0.0,news,306,306
0.31527093596059114,0.5504926108374384,0.83984375,0.9999999982288528,1.7712199319470915e-09,0.006978597449908922,0.4537795992714026,1.0,0.5625,0.5625,0.923109544867772,0.07689045513222559,0.0,0.0,news,176,176
0.3047001620745543,0.5688816855753647,0.8617021276595744,1.0,2.841403936366616e-14,0.09242424242424244,0.375,1.0,0.875,0.875,0.6018733873064238,0.39812661269357635,0.0,0.0,news,117,117
0.4186046511627907,0.5348837209302325,0.8333333333333334,0.9999999999990544,9.153462037339827e-13,0.09392248376623374,0.3419507575757576,1.0,0.75,0.75,0.9545742689202796,0.04542573107971878,0.0,1.0,news,163,163
0.6111111111111112,0.5925925925925926,0.7272727272727273,0.9029849700171158,0.09701502998289024,-0.02,0.12249999999999998,0.8571428571428571,0.7857142857142857,0.9166666666666666,0.8529468598797121,0.1470531401202877,-0.1,0.07083333333333333,news,724,724
0.2867557715674362,0.5528554070473876,0.8516949152542372,1.0,7.686544043534823e-16,0.19722517837101178,0.4472533870450537,1.0,0.8,0.8,0.06816465250459088,0.931835347495409,0.0,0.1,news,118,118
0.296137339055794,0.5765379113018598,0.8067632850241546,0.9999999999985816,1.4463935238926831e-12,0.12404626623376624,0.37715322871572865,1.0,0.75,0.75,0.9043653674961186,0.09563463250388039,0.0,0.0,news,238,238
0.25225225225225223,0.6013513513513513,0.8571428571428571,1.0,1.3173093068697297e-37,0.0027994424054206715,0.27787443534726136,1.0,0.7142857142857143,0.7142857142857143,0.9673714461664767,0.032628553833521465,0.0,0.0,news,326,326
0.31655844155844154,0.5876623376623377,0.8461538461538461,1.0,2.259448913481426e-16,-0.038235294117647055,0.45245098039215687,1.0,0.7777777777777778,0.7777777777777778,0.618215069495244,0.38178493050475454,0.0,0.0,news,315,315
0.3906633906633907,0.5626535626535627,0.8050314465408805,0.9999984529264473,1.5470735158090386e-06,0.1777376033057851,0.554040404040404,1.0,0.8181818181818182,0.8181818181818182,0.9429594345007898,0.05704056549921159,0.0,0.0,news,593,593
0.212253829321663,0.5557986870897156,0.7525773195876289,0.9999999998078026,1.9217689311232325e-10,0.02858345358345359,0.49554043839758133,1.0,0.875,0.875,0.2389086410798569,0.7610913589201431,0.0,0.65,news,241,241
0.5080645161290323,0.6370967741935484,0.6825396825396826,0.6463746017989868,0.3536253982010213,0.36428571428571427,0.4357142857142858,1.0,0.6470588235294118,0.6470588235294118,0.12639903052364426,0.8736009694763545,0.4,0.39999999999999997,news,133,133
0.25925925925925924,0.5666666666666667,0.7571428571428571,0.9999999916671131,8.332916016466918e-09,0.3187202380952382,0.5245535714285714,1.0,0.7857142857142857,0.7857142857142857,0.5446738707875433,0.45532612921245724,0.0,0.0,news,124,124
0.40307101727447214,0.6161228406909789,0.8380952380952381,1.0,1.9411647729282567e-24,0.0871045621045621,0.322064047064047,1.0,0.6666666666666666,0.6666666666666666,0.823220504029065,0.1767794959709363,0.0,0.0,news,769,769
0.44390243902439025,0.5560975609756098,0.6703296703296703,0.9998557320509127,0.00014426794909803165,0.16388888888888886,0.4965277777777778,1.0,0.75,0.75,0.348636435171063,0.6513635648289389,0.9,0.9,news,298,298
0.34328358208955223,0.5671641791044776,0.7681159420289855,0.9999999991922036,8.07804024676054e-10,-0.02851239669421489,0.3390495867768595,1.0,0.625,0.625,0.4873531474030204,0.5126468525969793,-0.1,0.2,news,317,317
0.5233918128654971,0.5526315789473685,0.8212290502793296,0.9999999620824298,3.791753123780175e-08,0.1206908287790641,0.45665168165168163,0.8571428571428571,0.9285714285714286,0.9166666666666666,0.8064402577654681,0.19355974223452943,0.5,0.9,news,576,576
0.2825788751714678,0.5281207133058985,0.7766990291262136,1.0,4.5705512764521895e-19,0.22927018633540372,0.4009575569358178,1.0,0.7692307692307693,0.7692307692307693,0.9303813956635287,0.06961860433646969,0.4000000000000001,0.6333333333333334,news,237,237
0.4085714285714286,0.6828571428571428,0.8321678321678322,0.9999999995632809,4.3673531278714814e-10,0.041692789968652035,0.24070010449320792,1.0,0.875,0.875,0.9437816369141627,0.05621836308583659,0.0,0.0,news,107,107
0.4789272030651341,0.5670498084291188,0.76,0.9999885658837503,1.1434116281500485e-05,0.0912280701754386,0.5530701754385965,0.8181818181818182,0.7272727272727273,0.6666666666666666,0.06548511026202017,0.9345148897379817,-0.15,0.39999999999999997,news,164,164
0.48231511254019294,0.5884244372990354,0.84,0.999999914010631,8.598935676771325e-08,0.06830808080808082,0.330537518037518,1.0,0.8461538461538461,0.8461538461538461,0.17186048114703242,0.8281395188529674,0.0,0.0,news,511,511
0.310948905109489,0.5153284671532846,0.8028169014084507,1.0,4.118502117387558e-18,0.2090531561461794,0.4675142686770594,1.0,0.7647058823529411,0.7647058823529411,0.32630125591787335,0.6736987440821269,0.5,0.5,news,166,166
0.08261617900172118,0.6735513482501434,0.8611111111111112,1.0,6.314631381116646e-14,-0.00783261183261184,0.3737828282828285,1.0,0.8181818181818182,0.8181818181818182,0.27906128404669256,0.7209387159533094,0.0,0.0,news,695,695
0.31983385254413293,0.6334371754932503,0.8766233766233766,1.0,2.426955740406964e-33,0.08322271825396824,0.38035119047619054,1.0,0.8571428571428571,0.8571428571428571,0.9522379436956171,0.04776205630438241,-0.2,0.0,news,393,393
0.2817824377457405,0.47182175622542594,0.7488372093023256,0.9999999977504476,2.2495378840636097e-09,0.18900285320739868,0.5371433490751673,1.0,0.5714285714285714,0.5714285714285714,0.38368951664565004,0.616310483354351,0.0,0.0,news,697,697
0.5365853658536586,0.5804878048780487,0.7909090909090909,0.9999999999995666,4.5149936785686293e-13,-0.05446127946127947,0.41599326599326597,1.0,0.9,0.9,0.5517356475300391,0.4482643524699599,-0.2,0.3,news,200,200
0.3275862068965517,0.5134099616858238,0.7602339181286549,0.9999953397623803,4.660237593211093e-06,0.037923689785391915,0.5231971043141256,0.625,0.75,1.0,0.7232336244001534,0.2767663755998487,0.13636363636363635,0.45454545454545453,news,114,114
0.2534722222222222,0.5520833333333334,0.8082191780821918,1.0,2.182669644987992e-22,0.13949279576145251,0.424960909737029,1.0,0.875,0.875,0.8575438664310132,0.14245613356898565,0.0,0.0,news,277,277
0.3897021706208985,0.6789500252397779,0.939119170984456,1.0,2.4724781291581022e-40,0.11572784037857564,0.45502498726763413,0.8461538461538461,0.8461538461538461,0.8181818181818182,0.7143984763483299,0.28560152365166974,0.25,0.65,news,154,154
0.3945409429280397,0.456575682382134,0.7421383647798742,0.9999999768853308,2.3114646483295362e-08,0.19164130140692645,0.45865800865800865,0.875,0.75,0.8571428571428571,0.4698819028212168,0.530118097178784,0.29444444444444445,0.6611111111111111,news,261,261
0.5,0.47619047619047616,0.7142857142857143,0.999460199051304,0.0005398009487064888,0.38337301587301587,0.5673280423280423,0.75,0.875,0.8333333333333334,0.17078201936800877,0.8292179806319923,0.3333333333333333,0.5,news,304,304
0.375609756097561,0.5853658536585366,0.6883116883116883,0.9996689926282798,0.00033100737170967435,-0.00909090909090909,0.31493506493506496,1.0,0.8571428571428571,0.8571428571428571,0.8322341432112507,0.16776585678875036,0.13636363636363635,0.45454545454545453,news,382,382
0.3201754385964912,0.5482456140350878,0.7534246575342466,0.999999999990465,9.520621371438954e-12,0.18491289198606273,0.514506387921022,1.0,0.6,0.6,0.8417970720388351,0.15820292796116564,0.0,0.0,news,276,276
0.419672131147541,0.6557377049180327,0.828125,0.9999999999569743,4.306030936118498e-11,0.06389339826839827,0.26367243867243867,1.0,0.7857142857142857,0.7857142857142857,0.965555968574081,0.03444403142592072,0.0,0.0,news,471,471
0.5789473684210527,0.6973684210526315,0.7272727272727273,0.9992679133580954,0.0007320866418979126,0.13888888888888887,0.6666666666666666,0.7777777777777778,0.7777777777777778,1.0,0.49117391993730347,0.5088260800626977,0.0,0.0,news,118,118
0.3628048780487805,0.5579268292682927,0.7647058823529411,0.9999951540716802,4.84592831834418e-06,0.12924242424242424,0.4116969696969697,1.0,0.8333333333333334,0.8333333333333334,0.5991710993112283,0.400828900688771,0.0,0.3,news,524,524
0.59375,0.6875,0.631578947368421,0.79420281106529,0.2057971889347103,-0.4,0.7,1.0,0.7142857142857143,0.7142857142857143,0.4151140058871632,0.5848859941128365,-0.4,0.7,news,535,535
0.2554945054945055,0.4230769230769231,0.7204301075268817,0.999999986281489,1.3718514532097206e-08,0.15853174603174605,0.5150396825396826,0.8666666666666667,0.6666666666666666,0.6153846153846154,0.9710318653679031,0.02896813463209721,0.0,0.0,news,131,131
0.357630979498861,0.5968109339407744,0.8598726114649682,0.9999999999616236,3.8391111345598636e-11,0.07205492424242424,0.40094696969696975,1.0,0.8571428571428571,0.8571428571428571,0.6975440472930607,0.30245595270693965,0.06818181818181818,0.22727272727272727,news,601,601
0.37158469945355194,0.639344262295082,0.7352941176470589,0.9999982835878355,1.7164121428823095e-06,0.09911985110848746,0.48218672110717553,1.0,0.6363636363636364,0.6363636363636364,0.4404198330655864,0.5595801669344144,0.25,0.3333333333333333,news,411,411
0.3140916808149406,0.5263157894736842,0.8216216216216217,1.0,5.204909075111685e-25,0.14149811181726074,0.40103389518283133,0.8461538461538461,0.6923076923076923,0.6363636363636364,0.9398915023764637,0.06010849762353892,0.0,0.0,news,118,118
0.350253807106599,0.5177664974619289,0.8188405797101449,0.9999972859065623,2.714093430894715e-06,0.07038435374149662,0.40870748299319737,1.0,0.5714285714285714,0.5714285714285714,0.9247874311121441,0.07521256888785362,-0.1,0.025,news,418,418
0.3900226757369615,0.47619047619047616,0.7558139534883721,0.999999999982506,1.7478442679626076e-11,0.09324661963550851,0.6310552616108173,1.0,0.9230769230769231,0.9230769230769231,0.9760098872632108,0.02399011273679158,0.0,0.0,news,911,911
0.4088050314465409,0.49056603773584906,0.7384615384615385,0.4516004734181007,0.5483995265819179,-0.07333333333333333,0.3916666666666667,1.0,0.7142857142857143,0.7142857142857143,0.278110897543039,0.7218891024569619,0.0,0.0,news,125,125
0.2468916518650089,0.566607460035524,0.8776978417266187,0.9998268433923934,0.00017315660761151673,0.021866666666666656,0.42870354090354107,0.8333333333333334,0.9166666666666666,0.9,0.8877409346393189,0.11225906536068232,0.0,0.0,news,488,488
0.2640801001251564,0.4430538172715895,0.8009478672985783,0.9999999999279753,7.207898675563304e-11,0.09340371368673255,0.44893680742737346,1.0,0.8,0.8,0.7805560465980966,0.2194439534019035,0.5,1.0,news,146,146
0.3442340791738382,0.5714285714285714,0.795,1.0,7.192289833339784e-20,0.11108803986710968,0.48983942414174975,0.875,0.6875,0.7857142857142857,0.882063250096667,0.1179367499033342,0.0,0.0,news,631,631
0.4925373134328358,0.5621890547263682,0.6666666666666666,0.9999999968593972,3.1405956773594925e-09,-0.07731481481481482,0.4541666666666667,1.0,0.75,0.75,0.834549365370139,0.16545063462986137,0.0,0.0,news,334,334
0.48863636363636365,0.6136363636363636,0.7131782945736435,0.9999999084797758,9.15202193613934e-08,0.04166666666666667,0.44637681159420295,0.8461538461538461,0.5384615384615384,0.45454545454545453,0.18115724918551152,0.8188427508144881,0.4,1.0,news,155,155
0.3282312925170068,0.5238095238095238,0.8290155440414507,0.9999999999998423,1.6833503667985553e-13,0.24440546013126663,0.49379451193967333,1.0,0.5555555555555556,0.5555555555555556,0.49085826557895196,0.5091417344210477,0.4,0.8,news,179,179
0.2813186813186813,0.5538461538461539,0.8880208333333334,1.0,5.785474763152539e-25,0.013202576112412183,0.4440572292006719,1.0,0.5,0.5,0.19537462902460845,0.8046253709753926,-0.5,1.0,news,444,444
0.3081761006289308,0.5377358490566038,0.8214285714285714,1.0,2.36118507959181e-16,-0.002674062049062045,0.2877795815295815,1.0,0.9333333333333333,0.9333333333333333,0.8073202310333737,0.1926797689666263,0.0,0.5,news,988,988
0.3604060913705584,0.4873096446700508,0.6338028169014085,0.9999872244672869,1.2775532701646248e-05,0.09037433155080216,0.3764705882352941,1.0,0.5555555555555556,0.5555555555555556,0.9977740612788201,0.002225938721180068,0.1,0.4,news,164,164
0.3531073446327684,0.5282485875706214,0.768,0.9999999999997636,2.1805300781480987e-13,-0.0532828282828283,0.39096108140225777,1.0,0.8888888888888888,0.8888888888888888,0.9770484325758819,0.022951567424116772,0.0,0.0,news,655,655
0.37305699481865284,0.5310880829015544,0.7430555555555556,0.9997875358365674,0.00021246416347062434,0.0369251700680272,0.438952380952381,0.6923076923076923,0.38461538461538464,0.5555555555555556,0.7848865490534789,0.21511345094652126,0.1,0.4,news,129,129
0.3665594855305466,0.5176848874598071,0.7368421052631579,0.9999999999887708,1.1213118131100889e-11,0.016472567287784675,0.48662008281573504,1.0,0.7,0.7,0.9254942460902909,0.07450575390970808,0.0,0.0,news,225,225
0.36683417085427134,0.5276381909547738,0.7945205479452054,0.9999999999851853,1.479070607101126e-11,0.1647783251231527,0.5155582922824302,1.0,0.6666666666666666,0.6666666666666666,0.5683990633128251,0.4316009366871747,0.0,0.0,news,119,119
0.3633879781420765,0.5191256830601093,0.7894736842105263,0.9999999736558003,2.6344208597934806e-08,0.03480861244019138,0.3845124174071543,1.0,0.5625,0.5625,0.9345216620283509,0.06547833797165133,0.0,0.0,news,269,269
0.35276073619631904,0.5368098159509203,0.7391304347826086,0.010640450548433891,0.9893595494515723,0.0048913043478260925,0.274126055104316,1.0,0.8333333333333334,0.8333333333333334,0.6096679274736656,0.39033207252633445,-0.03333333333333333,0.0,news,429,429
0.281437125748503,0.5708582834331337,0.8297872340425532,1.0,1.701619825637043e-25,0.06704043863290439,0.41153383146533834,1.0,0.8888888888888888,0.8888888888888888,0.9620005222752458,0.03799947772475626,0.0,0.125,news,138,138
0.3426294820717131,0.5657370517928287,0.8081395348837209,0.9999999999999212,1.1517540453331548e-13,0.11085434173669467,0.38217787114845936,1.0,0.7272727272727273,0.7272727272727273,0.9538818946883042,0.046118105311698236,0.0,0.1,news,379,379
0.2641350210970464,0.5257383966244725,0.8690095846645367,0.9999999999996848,3.17673754897828e-13,0.13998062015503876,0.458995229576625,1.0,0.5555555555555556,0.5555555555555556,0.9381670904680376,0.06183290953196253,-0.16666666666666666,0.3333333333333333,news,258,258
